Id,SalePrice
1461,113910.21
1462,163309.86
1463,188102.7
1464,185867.38
1465,190208.7
1466,170646.5
1467,176892.31
1468,174121.9
1469,180214.67
1470,130323.77
1471,214892.75
1472,97590.555
1473,110244.32
1474,156961.8
1475,132755.84
1476,403104.0
1477,254881.34
1478,312140.44
1479,220435.5
1480,442968.56
1481,343309.25
1482,208833.05
1483,165939.14
1484,175326.47
1485,173790.3
1486,201255.75
1487,360360.12
1488,231877.64
1489,228793.44
1490,211297.44
1491,181489.14
1492,77838.31
1493,194486.6
1494,273895.1
1495,285066.62
1496,220185.05
1497,192123.06
1498,163794.45
1499,157604.34
1500,144413.34
1501,186143.27
1502,161991.77
1503,340644.88
1504,231320.84
1505,219123.77
1506,191267.61
1507,215664.0
1508,197607.05
1509,158877.55
1510,145139.02
1511,138174.23
1512,166800.45
1513,159406.08
1514,161555.92
1515,208256.16
1516,156348.22
1517,154497.92
1518,120778.055
1519,219173.1
1520,136131.05
1521,138261.58
1522,165680.39
1523,111534.914
1524,118010.29
1525,120014.01
1526,116231.24
1527,96718.01
1528,129599.445
1529,149163.62
1530,170602.42
1531,111186.24
1532,111264.24
1533,144785.19
1534,110027.266
1535,164949.33
1536,112940.39
1537,71118.01
1538,176089.11
1539,179969.06
1540,88080.72
1541,160594.38
1542,148666.0
1543,236385.5
1544,83854.96
1545,105210.945
1546,125283.25
1547,135602.77
1548,149625.0
1549,111801.59
1550,153932.62
1551,107474.7
1552,152557.86
1553,121994.3
1554,106114.664
1555,181060.38
1556,95333.01
1557,107936.08
1558,88261.79
1559,83331.53
1560,131128.34
1561,153671.23
1562,124938.43
1563,129262.5
1564,152526.98
1565,150730.22
1566,215253.33
1567,57835.816
1568,224386.53
1569,154372.5
1570,130998.82
1571,131879.42
1572,152197.61
1573,240284.7
1574,94399.2
1575,190850.11
1576,226264.62
1577,222138.53
1578,153472.58
1579,134900.55
1580,189710.81
1581,172980.39
1582,121930.89
1583,332938.78
1584,221498.64
1585,142369.69
1586,71146.445
1587,99771.32
1588,154622.8
1589,96511.164
1590,133840.2
1591,100091.88
1592,138534.31
1593,119933.58
1594,146034.44
1595,109301.555
1596,247269.3
1597,158524.03
1598,183036.77
1599,192084.28
1600,183822.9
1601,68319.71
1602,101718.42
1603,86145.35
1604,272483.9
1605,243689.12
1606,187034.22
1607,153247.58
1608,211430.28
1609,218470.8
1610,165946.86
1611,135052.78
1612,164524.03
1613,158682.7
1614,121232.96
1615,87643.195
1616,67185.36
1617,94643.336
1618,124610.58
1619,137704.6
1620,165993.78
1621,119000.76
1622,146055.11
1623,288479.25
1624,225418.77
1625,128824.97
1626,170191.55
1627,186673.64
1628,273422.28
1629,179514.86
1630,348415.38
1631,226427.33
