Id,SalePrice
1461,124967.64583333333
1462,144003.125
1463,181705.9014084507
1464,184585.04827586206
1465,217348.55244755244
1466,176224.01315789475
1467,166505.04835164835
1468,174160.3307086614
1469,201184.42537313432
1470,127105.08598726115
1471,218613.83125
1472,125045.53916211294
1473,123009.13970588235
1474,165668.4073033708
1475,146367.8523809524
1476,395047.4029850746
1477,248996.96801705757
1478,326405.55113636365
1479,265683.221719457
1480,471098.40625
1481,311839.5494880546
1482,230455.3038277512
1483,166505.04835164835
1484,200576.44943820225
1485,205377.53642384105
1486,209291.73550724637
1487,317769.5569358178
1488,250775.80319148937
1489,201184.42537313432
1490,212148.23183391005
1491,208774.87878787878
1492,116729.50204081633
1493,178159.6875
1494,267479.6891891892
1495,312953.2219679634
1496,255095.6692913386
1497,203068.86428571428
1498,196326.12595419848
1499,200848.3620689655
1500,165218.58227848102
1501,175198.5172413793
1502,196326.12595419848
1503,316214.6987179487
1504,237287.20253164557
1505,225411.13636363635
1506,179255.19083969467
1507,222802.2356321839
1508,175169.80737704918
1509,151854.43718592965
1510,131920.75838926175
1511,131920.75838926175
1512,173155.0
1513,151854.43718592965
1514,181441.75418994413
1515,200841.40625
1516,166505.04835164835
1517,151848.07537688443
1518,157945.92819148937
1519,244085.35470941884
1520,127105.08598726115
1521,128017.28571428571
1522,169797.57664233577
1523,123381.67857142857
1524,113854.9375
1525,123673.34302325582
1526,124917.96460176991
1527,125586.52252252253
1528,131671.7700729927
1529,131671.7700729927
1530,152662.70955882352
1531,146836.12462908012
1532,124917.96460176991
1533,131671.7700729927
1534,131920.75838926175
1535,168513.94753086418
1536,124061.16117216117
1537,124917.96460176991
1538,209135.0
1539,230455.3038277512
1540,149470.7162471396
1541,163401.04639175258
1542,149882.6766467066
1543,230455.3038277512
1544,110620.91603053435
1545,123381.67857142857
1546,130973.14457831325
1547,146836.12462908012
1548,130751.01977401129
1549,124967.64583333333
1550,148740.4264972777
1551,129738.86092715232
1552,168443.5518394649
1553,173155.0
1554,130973.14457831325
1555,174728.61
1556,123673.34302325582
1557,125586.52252252253
1558,123381.67857142857
1559,130751.01977401129
1560,149882.6766467066
1561,168443.5518394649
1562,130973.14457831325
1563,124967.64583333333
1564,144620.26854219948
1565,148169.1875
1566,244085.35470941884
1567,114239.98739495798
1568,222802.2356321839
1569,169455.40073529413
1570,131671.7700729927
1571,144620.26854219948
1572,139092.64166666666
1573,255318.34980988593
1574,130751.01977401129
1575,231041.01960784313
1576,210540.02155172414
1577,201184.42537313432
1578,163588.06233766233
1579,142383.88741721853
1580,203068.86428571428
1581,134559.46818181817
1582,127105.08598726115
1583,334643.55555555556
1584,230929.8310810811
1585,152662.70955882352
1586,116729.50204081633
1587,122453.56910569106
1588,130018.82695810565
1589,122453.56910569106
1590,131920.75838926175
1591,122453.56910569106
1592,139092.64166666666
1593,129893.01818181819
1594,162871.24324324325
1595,139717.52508361204
1596,230813.35555555555
1597,174160.3307086614
1598,209291.73550724637
1599,223176.25
1600,218849.92783505155
1601,110620.91603053435
1602,124967.64583333333
1603,110620.91603053435
1604,308666.88028169016
1605,241492.23883495145
1606,148740.4264972777
1607,213554.74242424243
1608,209135.0
1609,201184.42537313432
1610,163401.04639175258
1611,139092.64166666666
1612,171148.28163265306
1613,157857.625
1614,129738.86092715232
1615,122453.56910569106
1616,116729.50204081633
1617,116729.50204081633
1618,128017.28571428571
1619,133684.4481792717
1620,185148.3661971831
1621,146367.8523809524
1622,139092.64166666666
1623,288494.54379562044
1624,208774.87878787878
1625,127105.08598726115
1626,171148.28163265306
1627,179592.7816091954
1628,265683.221719457
1629,201428.219123506
1630,351333.5229357798
1631,250775.80319148937
1632,244085.35470941884
1633,196326.12595419848
1634,175785.68243243243
1635,183845.35275080905
1636,166505.04835164835
1637,165668.4073033708
1638,229239.31908831908
1639,175162.6587837838
1640,238126.54585152838
1641,174160.3307086614
1642,225411.13636363635
1643,230455.3038277512
1644,231204.94505494504
1645,181441.75418994413
1646,139904.83018867925
1647,151848.07537688443
1648,129893.01818181819
1649,125586.52252252253
1650,127105.08598726115
1651,131920.75838926175
1652,124967.64583333333
1653,124967.64583333333
1654,163588.06233766233
1655,149470.7162471396
1656,157945.92819148937
1657,163588.06233766233
1658,157945.92819148937
1659,146367.8523809524
1660,142383.88741721853
1661,468288.8387096774
1662,460421.1349862259
1663,374159.2395833333
1664,470524.78985507245
1665,326405.55113636365
1666,312953.2219679634
1667,362558.83928571426
1668,342532.6366322009
1669,337329.5
1670,359059.90594059404
1671,255318.34980988593
1672,472738.03644646925
1673,329524.12612612615
1674,249244.62440191387
1675,175169.80737704918
1676,175169.80737704918
1677,206977.09767441862
1678,465858.87115384615
1679,360717.2284482759
1680,317769.5569358178
1681,299114.81481481483
1682,308666.88028169016
1683,206853.29773462782
1684,206853.29773462782
1685,184585.04827586206
1686,200848.3620689655
1687,200848.3620689655
1688,209135.0
1689,209135.0
1690,206853.29773462782
1691,200848.3620689655
1692,265683.221719457
1693,196326.12595419848
1694,178159.6875
1695,200848.3620689655
1696,251224.76119402985
1697,200749.6
1698,353513.9186351706
1699,323589.1
1700,232461.4438502674
1701,248996.96801705757
1702,249244.62440191387
1703,253842.38076923077
1704,275962.7282051282
1705,248996.96801705757
1706,468204.0693069307
1707,220995.16666666666
1708,208774.87878787878
1709,322852.01932367147
1710,230455.3038277512
1711,242184.01716738197
1712,248054.83143939395
1713,267554.63703703706
1714,224461.32963988918
1715,206093.3515151515
1716,201428.219123506
1717,201516.21171171172
1718,151854.43718592965
1719,213554.74242424243
1720,246456.83276450512
1721,205377.53642384105
1722,144003.125
1723,149882.6766467066
1724,217665.01618122976
1725,231860.4347826087
1726,175169.80737704918
1727,160657.8651685393
1728,208474.20396600568
1729,146367.8523809524
1730,168443.5518394649
1731,125586.52252252253
1732,127641.38148148148
1733,125045.53916211294
1734,125586.52252252253
1735,131787.9878419453
1736,123472.00657894737
1737,359059.90594059404
1738,217665.01618122976
1739,256271.95428571428
1740,200848.3620689655
1741,191109.03351955308
1742,176224.01315789475
1743,203068.86428571428
1744,312953.2219679634
1745,229064.51376146788
1746,231204.94505494504
1747,229239.31908831908
1748,206853.29773462782
1749,142383.88741721853
1750,131787.9878419453
1751,231982.15384615384
1752,124061.16117216117
1753,165218.58227848102
1754,225252.17708333334
1755,157945.92819148937
1756,129738.86092715232
1757,123381.67857142857
1758,144001.81045751635
1759,167582.85714285713
1760,149470.7162471396
1761,146367.8523809524
1762,163588.06233766233
1763,173155.0
1764,123009.13970588235
1765,175198.5172413793
1766,181441.75418994413
1767,212148.23183391005
1768,127641.38148148148
1769,163588.43949044586
1770,134559.46818181817
1771,127105.08598726115
1772,131671.7700729927
1773,129738.86092715232
1774,165668.4073033708
1775,125586.52252252253
1776,124061.16117216117
1777,113854.9375
1778,131787.9878419453
1779,125045.53916211294
1780,201184.42537313432
1781,125045.53916211294
1782,114239.98739495798
1783,144001.81045751635
1784,123472.00657894737
1785,125586.52252252253
1786,182811.03743315508
1787,196326.12595419848
1788,109957.00754716981
1789,123381.67857142857
1790,122453.56910569106
1791,200841.40625
1792,135657.14202898552
1793,139092.64166666666
1794,146367.8523809524
1795,127875.42919389978
1796,131671.7700729927
1797,127105.08598726115
1798,124061.16117216117
1799,112946.6653543307
1800,124967.64583333333
1801,139092.64166666666
1802,165668.4073033708
1803,157945.92819148937
1804,131671.7700729927
1805,130751.01977401129
1806,131920.75838926175
1807,165668.4073033708
1808,139717.52508361204
1809,135657.14202898552
1810,149882.6766467066
1811,135657.14202898552
1812,127875.42919389978
1813,124061.16117216117
1814,122453.56910569106
1815,109957.00754716981
1816,111301.21118012423
1817,142383.88741721853
1818,169455.40073529413
1819,147387.70229007633
1820,116729.50204081633
1821,142383.88741721853
1822,169455.40073529413
1823,109957.00754716981
1824,160657.8651685393
1825,148169.1875
1826,112946.6653543307
1827,124917.96460176991
1828,147387.70229007633
1829,128017.28571428571
1830,148740.4264972777
1831,209135.0
1832,144401.04794520547
1833,162871.24324324325
1834,151854.43718592965
1835,200576.44943820225
1836,147703.42465753425
1837,113854.9375
1838,127641.38148148148
1839,124917.96460176991
1840,143650.92173913043
1841,130018.82695810565
1842,111079.85064935064
1843,130018.82695810565
1844,135657.14202898552
1845,148740.4264972777
1846,146367.8523809524
1847,181705.9014084507
1848,109957.00754716981
1849,128017.28571428571
1850,123673.34302325582
1851,165218.58227848102
1852,128017.28571428571
1853,131671.7700729927
1854,200749.6
1855,151848.07537688443
1856,220995.16666666666
1857,184585.04827586206
1858,155086.45098039217
1859,148740.4264972777
1860,151848.07537688443
1861,148740.4264972777
1862,280165.125
1863,280165.125
1864,286970.22222222225
1865,326405.55113636365
1866,312953.2219679634
1867,249786.9672897196
1868,312953.2219679634
1869,206977.09767441862
1870,246456.83276450512
1871,248996.96801705757
1872,184585.04827586206
1873,229064.51376146788
1874,133981.9705882353
1875,240832.7105263158
1876,181441.75418994413
1877,241492.23883495145
1878,222540.17821782178
1879,127105.08598726115
1880,129738.86092715232
1881,255095.6692913386
1882,249993.96086956523
1883,206093.3515151515
1884,217665.01618122976
1885,288494.54379562044
1886,308666.88028169016
1887,227410.845
1888,291295.6638297872
1889,175169.80737704918
1890,127641.38148148148
1891,148169.1875
1892,116729.50204081633
1893,127105.08598726115
1894,149470.7162471396
1895,151854.43718592965
1896,127105.08598726115
1897,125586.52252252253
1898,127105.08598726115
1899,149470.7162471396
1900,148169.1875
1901,165668.4073033708
1902,131671.7700729927
1903,226836.8617511521
1904,129738.86092715232
1905,175169.80737704918
1906,169455.40073529413
1907,190102.13978494622
1908,139092.64166666666
1909,157945.92819148937
1910,146367.8523809524
1911,185148.3661971831
1912,257221.07707509882
1913,173155.0
1914,109929.82465753425
1915,317769.5569358178
1916,111301.21118012423
1917,262791.2945736434
1918,130751.01977401129
1919,146367.8523809524
1920,169797.57664233577
1921,384616.4747474748
1922,359059.90594059404
1923,210596.3076923077
1924,224461.32963988918
1925,229064.51376146788
1926,377808.0677419355
1927,131671.7700729927
1928,151848.07537688443
1929,124917.96460176991
1930,146367.8523809524
1931,144620.26854219948
1932,146367.8523809524
1933,155086.45098039217
1934,176224.01315789475
1935,175198.5172413793
1936,175162.6587837838
1937,181705.9014084507
1938,160657.8651685393
1939,248054.83143939395
1940,217348.55244755244
1941,175198.5172413793
1942,181705.9014084507
1943,217348.55244755244
1944,332836.35294117645
1945,364833.57575757575
1946,175198.5172413793
1947,330170.1204819277
1948,175169.80737704918
1949,254689.504048583
1950,161582.94375
1951,263186.08387096773
1952,226836.8617511521
1953,151848.07537688443
1954,222540.17821782178
1955,127641.38148148148
1956,280165.125
1957,168513.94753086418
1958,318078.68686868687
1959,144401.04794520547
1960,123381.67857142857
1961,125586.52252252253
1962,125045.53916211294
1963,125045.53916211294
1964,124967.64583333333
1965,147826.61764705883
1966,151848.07537688443
1967,312953.2219679634
1968,393183.0646551724
1969,382604.79715302493
1970,455997.61237113405
1971,418761.875
1972,355566.8429752066
1973,254689.504048583
1974,286970.22222222225
1975,468204.0693069307
1976,294717.1810344828
