Id,SalePrice
1461,119751.98719715272
1462,159892.61682456295
1463,188224.923115611
1464,190002.2597994951
1465,189607.8075676063
1466,171662.17574290617
1467,173722.71286088324
1468,164773.46555327022
1469,177996.56573806168
1470,126962.570613327
1471,204132.58451853693
1472,99770.53662020639
1473,100558.16712555607
1474,154461.58047989738
1475,121899.9913093985
1476,301607.42361863516
1477,253764.06008296672
1478,307209.3159509563
1479,238963.01782479646
1480,452378.816471397
1481,315693.22294568643
1482,208691.77908921905
1483,170274.77719842005
1484,168873.59771102958
1485,172207.41083549883
1486,200588.88041219514
1487,360907.0096810658
1488,216478.72730915435
1489,206920.6814476493
1490,227746.84217116862
1491,190520.15156667714
1492,87502.93915203489
1493,182147.66477229874
1494,237778.28370415347
1495,274416.00405012077
1496,248266.79763627367
1497,185153.81437906253
1498,157627.20426564847
1499,157262.02462438503
1500,153016.0296803219
1501,179731.61984527158
1502,154014.8442616724
1503,308913.83321235655
1504,235449.03279194224
1505,230664.96463051206
1506,176753.22202515168
1507,237058.78615951756
1508,198540.38957041915
1509,156413.34300854016
1510,151030.5252515113
1511,140965.65398496634
1512,169094.15061055354
1513,135241.61327530112
1514,166643.85062666162
1515,176463.1746063417
1516,150138.8115007202
1517,156893.55836811586
1518,129544.88032514404
1519,240481.16700949633
1520,134524.58900401523
1521,133332.98636815447
1522,172048.43105354466
1523,110435.3727075235
1524,120118.89091376844
1525,117175.42521845078
1526,114090.28976933082
1527,104742.369056605
1528,127959.81732902114
1529,152102.0095729137
1530,170175.87596318754
1531,114946.60562666286
1532,98512.66700764243
1533,151909.18472693942
1534,122059.84167281727
1535,148090.76529597337
1536,108867.36497478599
1537,70297.8784957341
1538,165269.20234402048
1539,196425.01830991177
1540,109353.34375390818
1541,132887.3042977962
1542,139842.14277983338
1543,206783.72777902335
1544,82528.8106590542
1545,100198.56769612514
1546,134291.76561929646
1547,134570.79603743687
1548,139078.30209217977
1549,114765.38888721685
1550,140219.0043690857
1551,111178.75536342815
1552,146502.43737149704
1553,144759.39573562788
1554,112361.81550444063
1555,174863.99021385133
1556,95534.7215497331
1557,103974.77775134183
1558,96215.02113889901
1559,90075.01886076543
1560,132533.72532283908
1561,138359.96009170383
1562,129006.13835802293
1563,122630.76655128
1564,157272.4634071218
1565,151750.836133188
